firstName,middleName,lastName,primaryContact,secondaryContact,emailAddress,gender,totalExperience,relevantExperience,lastCompany,candidateSource,onboardStatus,financialYear,marketOffering,marketSubBusinessLine,competency,subCompetency
Michael,Cherida,Pasticznyk,549-83-0146,216-07-7367,cpasticznykb9@salon.com,Male,15,20,Violet,CTH to FTE,Joined,FY20 P6,Forensic,PROD STAFF,D3,SQL DBA
Rhona,Margarita,Gallifont,341-93-4210,161-79-6728,mgallifontba@jigsy.com,Female,9,4,Indigo,Referral,Joined,FY20 P6,Risk Intelligence,PROD STAFF,Securitization,Financial Technology
Bianca,Lita,Van der Velde,483-78-5175,292-78-3324,lvanderveldebb@cnet.com,Female,16,3,Mauv,Net Sourcing,Joined,FY20 P6,Forensic,PROD STAFF,MS&P CIS,ValueD
Elvira,Merline,Breslauer,845-02-7833,234-75-6476,mbreslauerbc@fotki.com,Female,12,9,Orange,PDAT,Joined,FY20 P6,National,PROD STAFF,MS&P CIS,ValueD
Bary,Rivalee,Gotter,599-91-9479,866-08-2729,rgotterbd@posterous.com,Male,12,9,Indigo,Internal Mobility,Joined,FY20 P6,Forensic,PROD STAFF,Securitization,Financial Technology
Arin,Claresta,Tregian,318-82-0466,694-63-6515,ctregianbe@constantcontact.com,Male,17,10,Fuscia,Referral,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,Controllership,Accounting Technology
Nannette,Suzann,Cryer,471-35-2203,343-76-3839,scryerbf@mapy.cz,Female,9,11,Indigo,CTH to FTE,Joined,FY20 P6,National,PROD STAFF,MS&P ACTT,Prod Staff
Marjory,Zorah,Gwynn,516-04-0405,533-62-5226,zgwynnbg@theatlantic.com,Female,19,13,Teal,PDAT,Joined,FY20 P6,Forensic,PROD STAFF,Securitization,Financial Technology
Hermie,Dorie,Bartoloma,787-89-5271,593-56-9456,dbartolomabh@elpais.com,Male,20,8,Violet,Net Sourcing,Joined,FY20 P6,National,PROD STAFF,D3,SQL DBA
Marlee,Elga,Vicent,587-38-1676,330-47-7956,evicentbi@yellowpages.com,Female,3,18,Puce,PDAT,Joined,FY20 P6,Forensic,PROD STAFF,Securitization,Financial Technology
Valentine,Issy,Kerfod,255-72-5812,883-50-5651,ikerfodbj@businessweek.com,Male,16,9,Puce,Referral,Joined,FY20 P6,Risk Intelligence,PROD STAFF,D3,SQL DBA
Mommy,Wandie,Torfin,789-86-2510,836-87-1532,wtorfinbk@si.edu,Female,15,20,Khaki,PDAT,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P ACTT,Prod Staff
Michail,Euphemia,Winterburn,195-83-2448,388-37-9930,ewinterburnbl@moonfruit.com,Male,18,6,Yellow,Net Sourcing,Joined,FY20 P6,Forensic,PROD STAFF,MS&P ACTT,Prod Staff
Elnora,Kerrill,Stiegars,410-36-7053,785-57-4282,kstiegarsbm@columbia.edu,Female,15,19,Pink,Vendor,Joined,FY20 P6,National,PROD STAFF,MS&P ACTT,Prod Staff
Norene,Elicia,O'Leary,586-33-5263,852-33-5958,eolearybn@ning.com,Female,15,16,Indigo,Vendor,Joined,FY20 P6,National,PROD STAFF,Securitization,Financial Technology
Ase,Lyndsey,Thalmann,510-59-4045,266-09-1421,lthalmannbo@prlog.org,Male,13,9,Puce,Referral,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P,Client Support
Shannan,Madlin,Arnoud,665-50-3265,618-60-5276,marnoudbp@cbslocal.com,Male,10,7,Goldenrod,Net Sourcing,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P ACTT,Prod Staff
Martelle,Mair,McGrudder,518-69-9654,671-70-0467,mmcgrudderbq@ocn.ne.jp,Female,16,6,Aquamarine,Referral,Joined,FY20 P6,Risk Intelligence,PROD STAFF,Controllership,Accounting Technology
Verina,Connie,Tubbs,354-43-9637,806-59-3092,ctubbsbr@theglobeandmail.com,Female,1,5,Violet,PDAT,Joined,FY20 P6,National,PROD STAFF,Securitization,Financial Technology
Sarajane,Wanda,Prugel,504-14-4053,761-31-6287,wprugelbs@ask.com,Female,11,3,Violet,Internal Mobility,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P LRA,TrueView
Gwenore,Lucie,Falls,351-26-0258,199-23-7468,lfallsbt@cdbaby.com,Female,7,10,Green,PDAT,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P LRA,TrueView
Newton,Babita,Dyerson,735-16-4038,654-56-2634,bdyersonbu@bigcartel.com,Male,18,18,Mauv,Referral,Joined,FY20 P6,Forensic,PROD STAFF,MS&P ACTT,Prod Staff
Ericka,Tedi,Powis,860-10-9242,130-89-6144,tpowisbv@pen.io,Female,4,17,Orange,Vendor,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,Controllership,Accounting Technology
Kristina,Sherye,Tout,499-27-5263,575-53-2976,stoutbw@nih.gov,Female,5,11,Puce,Net Sourcing,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Mollee,Vickie,Raincin,170-44-1138,838-75-8419,vraincinbx@xinhuanet.com,Female,20,8,Mauv,PDAT,Joined,FY20 P6,National,PROD STAFF,MS&P ACTT,Prod Staff
Sal,Chantal,O'Hallihane,855-53-2482,738-46-0387,cohallihaneby@marriott.com,Female,16,9,Puce,CTH to FTE,Joined,FY20 P6,National,PROD STAFF,MS&P CIS,ValueD
Marjie,Erinn,Castelijn,276-70-9925,258-22-1021,ecastelijnbz@hugedomains.com,Female,2,6,Yellow,PDAT,Joined,FY20 P6,Risk Intelligence,PROD STAFF,D3,SQL DBA
Herta,Nessy,Bauchop,412-08-9877,815-43-0687,nbauchopc0@hatena.ne.jp,Female,16,4,Indigo,Internal Mobility,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P,Client Support
Artemus,Claudine,Clutheram,574-05-9556,873-02-3398,cclutheramc1@state.gov,Male,10,17,Aquamarine,Referral,Joined,FY20 P6,National,PROD STAFF,Securitization,Financial Technology
Craggy,Courtenay,Dalloway,799-61-5699,708-87-9333,cdallowayc2@kickstarter.com,Male,15,4,Aquamarine,CTH to FTE,Joined,FY20 P6,National,PROD STAFF,D3,SQL DBA
Devin,Euphemia,Collman,848-16-4481,283-99-5566,ecollmanc3@auda.org.au,Male,14,18,Goldenrod,PDAT,Joined,FY20 P6,National,PROD STAFF,MS&P,Client Support
Alexina,Gracia,Lorence,611-60-7301,641-39-3715,glorencec4@mlb.com,Female,12,13,Blue,CTH to FTE,Joined,FY20 P6,National,PROD STAFF,MS&P LRA,TrueView
Bella,Aggie,O'Scollain,362-90-3742,548-25-5097,aoscollainc5@ocn.ne.jp,Female,1,13,Red,CTH to FTE,Joined,FY20 P6,National,PROD STAFF,Securitization,Financial Technology
Essa,Eunice,Brion,459-95-8487,237-75-2803,ebrionc6@sciencedaily.com,Female,2,15,Purple,Internal Mobility,Joined,FY20 P6,National,PROD STAFF,MS&P,Client Support
Del,Iona,Craster,550-81-1830,484-72-4046,icrasterc7@vistaprint.com,Male,6,16,Orange,Referral,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P ACTT,Prod Staff
Jay,Jennine,L' Anglois,175-85-9182,293-53-7960,jlangloisc8@twitter.com,Male,1,7,Mauv,Internal Mobility,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P ACTT,Prod Staff
Diana,Nicki,Petty,274-67-8641,151-29-1862,npettyc9@admin.ch,Female,17,20,Maroon,Vendor,Joined,FY20 P6,National,PROD STAFF,Controllership,Accounting Technology
Rochester,Marya,Chyuerton,846-66-0264,286-83-9121,mchyuertonca@nba.com,Male,18,2,Indigo,Referral,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,D3,SQL DBA
Claiborne,Allsun,Arkley,477-32-1606,549-54-8546,aarkleycb@engadget.com,Male,5,11,Khaki,PDAT,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,D3,SQL DBA
Allistir,Charyl,Blackman,795-04-5686,783-24-5137,cblackmancc@mapquest.com,Male,4,9,Blue,Internal Mobility,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Karalynn,Rozanna,MacGraith,700-50-3668,437-57-2952,rmacgraithcd@archive.org,Female,19,3,Turquoise,Internal Mobility,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,Controllership,Accounting Technology
Granger,Paola,Dewett,649-81-6579,627-89-2817,pdewettce@studiopress.com,Male,4,7,Indigo,Referral,Joined,FY20 P6,Forensic,PROD STAFF,MS&P LRA,TrueView
Ulrike,Chiquita,Assiter,114-08-6722,646-43-2322,cassitercf@com.com,Female,10,17,Puce,Vendor,Joined,FY20 P6,National,PROD STAFF,MS&P ACTT,Prod Staff
Tallulah,Lin,Glenwright,122-02-8494,318-13-5189,lglenwrightcg@a8.net,Female,12,9,Puce,Vendor,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P LRA,TrueView
Dunc,Berti,Hunday,873-47-5496,120-19-5364,bhundaych@washingtonpost.com,Male,3,1,Pink,CTH to FTE,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P,Client Support
Emanuel,Hana,Chambers,847-85-3748,472-69-4283,hchambersci@i2i.jp,Male,12,14,Puce,Net Sourcing,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P,Client Support
Adrian,Pavia,Brooker,669-02-1509,554-96-5837,pbrookercj@mail.ru,Male,5,11,Puce,Referral,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P,Client Support
Griffie,Uta,Chalkly,214-25-1508,898-66-0376,uchalklyck@edublogs.org,Male,14,2,Orange,Referral,Joined,FY20 P6,National,PROD STAFF,Controllership,Accounting Technology
Joey,Corabelle,Osorio,624-48-1438,397-66-3719,cosoriocl@bloglines.com,Male,12,6,Puce,Internal Mobility,Joined,FY20 P6,National,PROD STAFF,MS&P,Client Support
Heindrick,Dari,Tonner,614-29-1989,315-42-0823,dtonnercm@cbsnews.com,Male,4,7,Fuscia,Internal Mobility,Joined,FY20 P6,Forensic,PROD STAFF,Securitization,Financial Technology
Bertram,Maryjane,Heugel,787-50-5634,187-07-4045,mheugelcn@livejournal.com,Male,6,8,Crimson,Vendor,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P,Client Support
Sada,Corie,Shapero,790-71-8413,449-10-7844,cshaperoco@github.com,Female,3,15,Indigo,Referral,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P,Client Support
Tonye,Alanah,Ramsay,308-06-1720,350-37-6488,aramsaycp@canalblog.com,Female,20,13,Aquamarine,Referral,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Leonanie,Aimee,Finnick,197-85-6242,861-31-8119,afinnickcq@newyorker.com,Female,1,10,Violet,CTH to FTE,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Dewey,Sib,Tisor,562-84-9275,186-65-7833,stisorcr@nytimes.com,Male,6,6,Teal,Vendor,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P LRA,TrueView
Patrizio,Kellia,Heinrici,237-86-7871,486-62-1042,kheinricics@hatena.ne.jp,Male,1,2,Yellow,Net Sourcing,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P,Client Support
Patrice,Cecilla,Kerswill,595-74-0688,785-29-3201,ckerswillct@zimbio.com,Female,1,17,Mauv,Referral,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,Securitization,Financial Technology
Kandace,Nessie,Caston,538-75-8365,743-55-0468,ncastoncu@imageshack.us,Female,5,9,Green,Internal Mobility,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P ACTT,Prod Staff
Farlee,Corey,Sides,449-88-2168,855-91-3331,csidescv@cnn.com,Male,19,20,Aquamarine,CTH to FTE,Joined,FY20 P6,National,PROD STAFF,MS&P CIS,ValueD
Theressa,Aurore,Saggs,331-93-1697,525-95-2562,asaggscw@yahoo.com,Female,15,17,Crimson,Net Sourcing,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Boyd,Carly,Wasteney,809-77-7558,421-56-7355,cwasteneycx@cam.ac.uk,Male,7,20,Turquoise,Referral,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P LRA,TrueView
Gabbie,Siouxie,Brandt,201-47-2845,217-04-4128,sbrandtcy@ebay.com,Male,18,6,Puce,Net Sourcing,Joined,FY20 P6,Forensic,PROD STAFF,MS&P CIS,ValueD
Lyman,Danette,Rains,795-82-7521,746-39-8127,drainscz@people.com.cn,Male,11,8,Purple,Net Sourcing,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,D3,SQL DBA
Briano,Heidi,Hammelberg,481-06-4496,884-51-5163,hhammelbergd0@ihg.com,Male,1,16,Red,PDAT,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Forester,Dina,Crockley,797-71-5827,259-84-3791,dcrockleyd1@whitehouse.gov,Male,12,20,Pink,Referral,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Fredelia,Wendye,Caddick,840-67-5959,209-42-1782,wcaddickd2@merriam-webster.com,Female,10,12,Yellow,CTH to FTE,Joined,FY20 P6,Forensic,PROD STAFF,Controllership,Accounting Technology
Alysa,Ashlan,Shatford,754-33-8308,762-09-8099,ashatfordd3@google.ca,Female,3,20,Aquamarine,Vendor,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,D3,SQL DBA
Geraldine,Mariele,Jentzsch,487-85-3618,330-51-1947,mjentzschd4@apache.org,Female,12,11,Indigo,PDAT,Joined,FY20 P6,National,PROD STAFF,MS&P CIS,ValueD
Maje,Margaretta,Asch,660-85-6311,435-78-6020,maschd5@boston.com,Male,2,17,Green,Vendor,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P ACTT,Prod Staff
Kennan,Belia,Atack,260-38-7286,196-65-5823,batackd6@symantec.com,Male,7,8,Purple,Referral,Joined,FY20 P6,Forensic,PROD STAFF,MS&P CIS,ValueD
Denver,Annice,McClancy,169-03-0822,442-33-6868,amcclancyd7@yale.edu,Male,4,17,Green,Vendor,Joined,FY20 P6,National,PROD STAFF,MS&P,Client Support
Mathew,Kimmi,Pride,363-06-1599,458-19-7719,kprided8@geocities.com,Male,12,2,Mauv,PDAT,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,D3,SQL DBA
Pansie,Ketty,Tweedle,401-25-3972,874-39-6438,ktweedled9@aol.com,Female,16,9,Indigo,Vendor,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P,Client Support
Osborne,Tonie,Witard,494-69-4000,533-69-1764,twitardda@prweb.com,Male,1,18,Pink,CTH to FTE,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,Securitization,Financial Technology
Lanny,Cathy,Speeks,150-86-5830,652-54-4417,cspeeksdb@boston.com,Female,12,7,Blue,CTH to FTE,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,Securitization,Financial Technology
Tammy,Kip,Brookbank,837-94-9927,500-66-0447,kbrookbankdc@nhs.uk,Male,8,15,Blue,Net Sourcing,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Cahra,Lani,Gorelli,373-06-3814,286-49-2708,lgorellidd@i2i.jp,Female,13,9,Khaki,PDAT,Joined,FY20 P6,National,PROD STAFF,MS&P ACTT,Prod Staff
Zachery,Tandie,Levens,755-10-0981,197-31-9300,tlevensde@blog.com,Male,18,20,Khaki,Net Sourcing,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P,Client Support
Flss,Dierdre,Moles,566-59-9725,500-54-0189,dmolesdf@smugmug.com,Female,2,4,Goldenrod,Vendor,Joined,FY20 P6,Risk Intelligence,PROD STAFF,D3,SQL DBA
Jorey,Mead,Leebetter,683-18-1946,850-33-6614,mleebetterdg@unblog.fr,Female,7,3,Red,Net Sourcing,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P LRA,TrueView
Della,Daniele,Sturr,278-85-2709,720-97-5196,dsturrdh@com.com,Female,3,6,Violet,Vendor,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Bink,Katheryn,Garritley,352-53-5003,565-14-2432,kgarritleydi@simplemachines.org,Male,13,16,Crimson,Referral,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,Controllership,Accounting Technology
Gray,Keelia,Georgius,421-24-1875,564-93-4984,kgeorgiusdj@phoca.cz,Female,15,7,Turquoise,Vendor,Joined,FY20 P6,National,PROD STAFF,MS&P LRA,TrueView
Cori,Abigael,Kenzie,603-98-7616,287-54-7447,akenziedk@dailymotion.com,Female,9,6,Violet,CTH to FTE,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P LRA,TrueView
Waldo,Phylis,Sandilands,732-70-0389,215-87-8198,psandilandsdl@parallels.com,Male,9,17,Crimson,Referral,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P,Client Support
Gustav,Caterina,Toderbrugge,739-55-8342,315-54-3447,ctoderbruggedm@adobe.com,Male,10,5,Red,PDAT,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P,Client Support
Creight,Dorotea,Clulee,380-62-5583,811-73-2256,dcluleedn@flickr.com,Male,4,1,Green,Net Sourcing,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P,Client Support
Sammy,Shaun,O' Neligan,457-61-9077,791-88-0194,soneligando@cdc.gov,Female,18,20,Red,Vendor,Joined,FY20 P6,National,PROD STAFF,D3,SQL DBA
Hall,Harlie,Sherebrook,560-15-4613,736-58-5684,hsherebrookdp@reference.com,Male,6,15,Mauv,Net Sourcing,Joined,FY20 P6,National,PROD STAFF,MS&P LRA,TrueView
Kayla,Franny,Folley,675-59-2394,879-05-4050,ffolleydq@comsenz.com,Female,14,4,Purple,Vendor,Joined,FY20 P6,Forensic,PROD STAFF,MS&P,Client Support
Denver,Helaine,Naerup,313-78-2638,801-49-3138,hnaerupdr@360.cn,Male,13,12,Maroon,Vendor,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P LRA,TrueView
Mar,Hulda,Wabey,587-77-2627,841-49-7205,hwabeyds@tmall.com,Male,4,1,Pink,Referral,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P,Client Support
Katuscha,Caryn,Coultous,767-44-2278,157-29-1124,ccoultousdt@is.gd,Female,4,12,Maroon,Internal Mobility,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P LRA,TrueView
Kenyon,Sonny,Schruyers,507-21-2343,510-24-3232,sschruyersdu@acquirethisname.com,Male,5,19,Purple,CTH to FTE,Joined,FY20 P6,Risk Intelligence,PROD STAFF,Controllership,Accounting Technology
Ranee,Emmie,Smallsman,429-24-6922,848-38-6010,esmallsmandv@oracle.com,Female,15,10,Teal,Net Sourcing,Joined,FY20 P6,National,PROD STAFF,D3,SQL DBA
Zorah,Joana,Van der Mark,875-67-9872,135-38-4809,jvandermarkdw@soundcloud.com,Female,2,20,Green,Internal Mobility,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P,Client Support
Correy,Tanya,Jearum,208-27-1056,651-63-6476,tjearumdx@symantec.com,Male,9,9,Pink,Referral,Joined,FY20 P6,Risk Intelligence,PROD STAFF,Securitization,Financial Technology
Donnie,Trenna,Impett,282-36-6552,367-96-7540,timpettdy@answers.com,Female,2,15,Purple,Referral,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P,Client Support
Odie,Katuscha,Bell,630-35-7656,181-65-9481,kbelldz@wunderground.com,Male,17,1,Goldenrod,Vendor,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,Securitization,Financial Technology
Sallyanne,Roxane,Bachman,858-31-9119,761-55-5490,rbachmane0@imgur.com,Female,14,20,Indigo,Vendor,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P ACTT,Prod Staff
Bank,Anya,Cottisford,270-72-6346,530-23-1704,acottisforde1@amazon.com,Male,7,19,Maroon,PDAT,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P LRA,TrueView
Law,Jemimah,Ducastel,455-94-7002,528-44-0482,jducastele2@guardian.co.uk,Male,9,10,Aquamarine,Referral,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,Controllership,Accounting Technology
Torey,Annette,Harmson,592-17-3526,652-56-3323,aharmsone3@timesonline.co.uk,Male,16,12,Blue,CTH to FTE,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,D3,SQL DBA
Iosep,Maddy,Cicerone,526-20-6490,417-71-0737,mciceronee4@psu.edu,Male,10,10,Yellow,Net Sourcing,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,D3,SQL DBA
Wendeline,Hermione,Kruszelnicki,158-52-2137,873-68-8675,hkruszelnickie5@geocities.com,Female,5,4,Mauv,Vendor,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,D3,SQL DBA
Aldus,Renate,Murney,837-29-5469,119-30-8049,rmurneye6@redcross.org,Male,5,17,Teal,Referral,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P LRA,TrueView
Sydney,Verina,Sabatini,761-63-1763,504-05-9686,vsabatinie7@timesonline.co.uk,Male,11,3,Turquoise,Vendor,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P,Client Support
Bartel,Gabriell,Hurdis,360-74-8789,479-46-1589,ghurdise8@nasa.gov,Male,2,12,Mauv,Vendor,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P ACTT,Prod Staff
Harold,Letta,Phillput,164-52-1651,855-64-6569,lphillpute9@yale.edu,Male,7,18,Turquoise,CTH to FTE,Joined,FY20 P6,Forensic,PROD STAFF,MS&P,Client Support
Yovonnda,Nanete,Pate,198-89-1783,784-84-0636,npateea@live.com,Female,18,13,Aquamarine,CTH to FTE,Joined,FY20 P6,National,PROD STAFF,MS&P ACTT,Prod Staff
Leela,Jamie,Crumly,467-46-2952,226-16-3410,jcrumlyeb@uol.com.br,Female,13,8,Pink,Referral,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,Controllership,Accounting Technology
Norry,Shane,Scroggie,420-48-1674,886-22-7136,sscroggieec@businessinsider.com,Female,13,7,Khaki,PDAT,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P ACTT,Prod Staff
Bridgette,Zarla,Tweedie,253-30-6925,599-33-3070,ztweedieed@goo.gl,Female,10,5,Orange,CTH to FTE,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P,Client Support
Garreth,Rubi,Gerner,303-03-6667,768-03-0373,rgerneree@sina.com.cn,Male,8,3,Teal,CTH to FTE,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Kirk,Katrina,Delafoy,673-66-1113,512-54-2313,kdelafoyef@va.gov,Male,7,14,Pink,Net Sourcing,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P LRA,TrueView
Bryanty,Georgette,Dorracott,486-61-7264,762-95-6333,gdorracotteg@fda.gov,Male,7,12,Turquoise,CTH to FTE,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P ACTT,Prod Staff
Ranee,Aloise,Thewlis,887-15-0858,141-57-9797,athewliseh@prnewswire.com,Female,5,9,Green,Net Sourcing,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,D3,SQL DBA
Bax,Blinny,Gilleson,205-91-5891,301-92-2721,bgillesonei@bloglines.com,Male,17,18,Crimson,PDAT,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P ACTT,Prod Staff
Christos,Aaren,Leghorn,723-45-0594,564-94-6929,aleghornej@bloglovin.com,Male,17,15,Turquoise,PDAT,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P,Client Support
Hanan,Neile,Cheers,173-54-1810,246-38-8573,ncheersek@arizona.edu,Male,14,1,Mauv,PDAT,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,D3,SQL DBA
Jonis,Emelda,Harrie,520-44-9876,704-20-0668,eharrieel@reverbnation.com,Female,15,15,Fuscia,PDAT,Joined,FY20 P6,National,PROD STAFF,MS&P ACTT,Prod Staff
Ricky,Denice,Castillou,144-38-3088,650-17-2237,dcastillouem@fc2.com,Female,10,10,Violet,PDAT,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P,Client Support
Nichols,Concordia,Smithen,561-27-3036,522-08-7107,csmithenen@icq.com,Male,17,13,Yellow,Referral,Joined,FY20 P6,National,PROD STAFF,Controllership,Accounting Technology
Clementine,Odilia,Castro,227-69-1684,358-16-4466,ocastroeo@ibm.com,Female,18,2,Mauv,Net Sourcing,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P ACTT,Prod Staff
Emmi,Gweneth,Benjefield,876-90-8875,311-88-7562,gbenjefieldep@fotki.com,Female,14,18,Mauv,Vendor,Joined,FY20 P6,Forensic,PROD STAFF,MS&P CIS,ValueD
Cos,Berget,Rohfsen,399-92-0284,573-17-1268,brohfseneq@macromedia.com,Male,18,11,Green,Net Sourcing,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,Securitization,Financial Technology
Rob,Freddi,Attenbrough,127-72-5867,376-19-3604,fattenbrougher@flavors.me,Male,18,18,Teal,CTH to FTE,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Alvira,Roseanne,Broomer,353-65-3993,683-96-2690,rbroomeres@hc360.com,Female,10,9,Pink,PDAT,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,D3,SQL DBA
Wolfgang,Isadora,Reuss,181-05-3754,717-53-8030,ireusset@techcrunch.com,Male,17,17,Puce,Vendor,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,Securitization,Financial Technology
Carma,Gertrud,Hamson,862-81-6335,202-68-3562,ghamsoneu@squarespace.com,Female,18,6,Fuscia,Vendor,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P,Client Support
Salaidh,Alane,Annear,848-46-5486,210-46-3016,aannearev@addthis.com,Female,5,16,Orange,PDAT,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,D3,SQL DBA
Lauraine,Lorne,Deval,541-58-0452,849-83-1107,ldevalew@amazonaws.com,Female,15,15,Pink,Referral,Joined,FY20 P6,Forensic,PROD STAFF,Controllership,Accounting Technology
Cynde,Jeniffer,Tommen,251-99-3691,722-91-5627,jtommenex@examiner.com,Female,4,19,Maroon,Referral,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Ivan,Cacilie,Pomfrey,581-24-3032,470-32-7127,cpomfreyey@networksolutions.com,Male,8,10,Khaki,Net Sourcing,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,Securitization,Financial Technology
Fran,Bill,Cassie,642-71-5810,463-89-4771,bcassieez@weebly.com,Male,15,15,Khaki,Referral,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P LRA,TrueView
Rowen,Astrid,Bunson,246-93-0386,827-30-3393,abunsonf0@imageshack.us,Male,16,6,Aquamarine,Vendor,Joined,FY20 P6,National,PROD STAFF,Controllership,Accounting Technology
Wallie,Thomasine,Bordessa,873-26-0457,612-37-7170,tbordessaf1@twitpic.com,Female,17,7,Khaki,Internal Mobility,Joined,FY20 P6,National,PROD STAFF,MS&P CIS,ValueD
